"","","cl_lum","cl_den"
"14793",2.51,1,1
"14794",1.787,2,4
"14795",1.907,2,3
"14796",1.832,2,3
"14797",1.93,3,4
"14798",2.513,3,1
"14799",2.32,5,5
"14800",2.579,5,1
"14801",2.287,5,3
"14802",2.408,5,2
"14803",2.513,3,2
"14804",1.36,4,3
"14805",1.869,4,4
"14806",1.906,3,4
"14807",2.407,4,3
"14808",2.039,3,3
"14809",2.054,2,3
"14810",1.856,2,2
"14811",1.913,2,4
"14812",1.218,2,4
"14813",1.288,2,4
"14814",1.529,2,3
"14815",2.038,2,4
"14816",2.613,1,2
"14817",2.299,1,3
"14818",2.417,2,3
"14819",1.424,1,4
"14820",1.163,1,5
"14821",2.078,1,2
"14822",1.724,1,3
"14823",2.072,1,2
"14824",2.32,2,3
"14825",2.14,2,3
"14826",1.63,1,4
"14827",2.544,1,2
"14828",1.681,1,4
"14829",1.851,1,4
"14830",2.205,2,3
"14831",2.032,1,3
"14832",2.295,1,3
"14833",3.104,1,1
"14834",1.285,1,5
"14835",0.9212,1,5
"14836",1.554,1,5
"14837",1.413,1,3
"14838",2.435,1,2
"14839",1.234,2,3
"14840",2.23,2,5
"14841",1.496,2,4
"14842",1.636,2,2
"14843",1.365,3,4
"14844",1.702,2,3
"14845",2.332,1,3
"14846",1.898,1,2
"14847",1.617,1,3
"14848",2.34,2,2
"14849",1.54,1,3
"14850",1.643,1,4
"14851",1.145,1,3
"14852",1.79,2,3
"14853",0.6744,1,4
"14854",2.456,1,2
"14855",0.7941,1,4
"14856",1.109,1,4
"14857",2.146,3,3
"14858",1.204,4,5
"14859",1.778,2,2
"14860",1.163,1,5
"14861",0.993,1,4
"14862",2.433,1,3
"14863",2.443,1,2
"14864",1.537,2,2
"14865",2.358,1,3
"14866",2.346,1,3
"14867",2.232,2,1
"14868",1.413,1,3
"14869",1.84,3,4
"14870",1.96,2,2
"14871",1.233,2,4
"14872",1.99,2,3
"14873",2.467,2,4
"14874",2.005,1,2
"14875",2.428,2,1
"14876",1.937,2,3
"14877",2.532,2,2
"14878",2.633,2,2
"14879",1.51,1,4
"14880",1.57,1,3
"14881",2.308,1,3
"14882",2.184,1,2
"14883",1.889,1,3
"14884",0.9379,2,4
"14885",2.306,2,3
"14886",2.16,4,2
"14887",2.446,3,2
"14888",1.209,1,3
"14889",1.894,3,3
"14890",1.463,3,3
"14891",1.671,1,5
"14892",2.416,4,3
"14893",2.545,4,1
"14894",2.37,4,1
"14895",2.414,4,3
"14896",1.271,1,5
"14897",1.992,3,3
"14898",2.537,3,1
"14899",1.912,2,4
"14900",1.438,1,4
"14901",2.351,5,3
"14902",2.221,5,2
"14903",1.498,4,2
"14904",2.718,5,3
"14905",2.398,5,3
"14906",2.398,5,3
"14907",2.281,5,2
"14908",2.337,5,3
"14909",2.463,5,2
"14910",2.372,4,3
"14911",1.245,3,3
"14912",1.597,2,4
"14913",2.439,4,3
"14914",1.921,3,3
"14915",2.366,4,3
"14916",2.575,4,3
"14917",2.326,4,3
"14918",2.411,4,2
"14919",2.486,4,2
"14920",2.36,4,3
"14921",2.521,4,1
"14922",1.614,4,3
"14923",2.137,4,3
"14924",2.197,4,3
"14925",2.506,1,3
"14926",3.346,3,4
"14927",2.462,4,2
"14928",1.592,1,4
"14929",1.145,2,4
"14930",2.369,4,2
"14931",1.111,1,4
"14932",1.973,4,2
"14933",2.448,4,2
"14934",1.478,2,4
"14935",2.329,4,1
"14936",2.128,2,3
"14937",2.393,1,2
"14938",2.156,1,2
"14939",1.655,3,4
"14940",2.188,2,3
"14941",2.386,1,2
"14942",2.401,1,2
"14943",2.406,1,2
"14944",1.526,2,4
"14945",1.434,1,4
"14946",1.89,2,3
"14947",1.475,1,4
"14948",2.356,3,2
"14949",1.267,3,3
"14950",2.428,1,3
"14951",1.616,2,3
"14952",2.52,3,2
"14953",2.375,3,2
"14954",1.586,2,3
"14955",2.459,2,1
"14956",0.935,1,4
"14957",2.084,2,2
"14958",2.283,2,3
"14959",2.335,3,3
"14960",1.711,4,2
"14961",2.516,3,2
"14962",2.257,3,3
"14963",1.871,4,2
"14964",1.331,3,3
"14965",2.079,2,3
"14966",1.258,1,3
"14967",2.658,2,2
"14968",1.779,4,3
"14969",2.039,3,2
"14970",1.701,3,3
"14971",1.94,1,3
"14972",1.769,2,4
"14973",1.521,1,3
"14974",0.8235,2,4
"14975",1.638,1,4
"14976",1.431,2,5
"14977",1.403,1,4
"14978",2.441,1,3
"14979",1.597,1,3
"14980",1.925,3,5
"14981",2.181,3,5
"14982",1.79,2,3
"14983",1.45,3,4
"14984",1.585,1,3
"14985",2.484,1,1
"14986",1.596,1,3
"14987",2.32,1,2
"14988",1.784,1,4
"14989",1.511,2,5
"14990",2.193,3,3
"14991",1.925,3,4
"14992",1.922,2,3
"14993",1.846,3,2
"14994",2.53,3,4
"14995",2.623,4,2
"14996",2.361,3,4
"14997",2.468,3,2
"14998",2.435,4,3
"14999",2.536,4,2
"15000",2.48,4,2
"15001",2.521,4,2
"15002",1.845,5,4
"15003",2.089,4,5
"15004",2.045,3,3
"15005",1.781,3,3
"15006",2.474,3,2
"15007",1.927,4,4
"15008",2.629,4,2
"15009",2.369,3,4
"15010",1.792,3,5
"15011",2.046,1,3
"15012",1.949,2,3
"15013",1.055,3,5
"15014",0.8152,1,3
"15015",2.086,2,2
"15016",2.378,2,3
"15017",1.269,2,3
"15018",1.477,1,2
"15019",1.459,3,5
"15020",2.597,3,2
"15021",2.439,3,3
"15022",2.054,2,1
"15023",2.333,1,3
"15024",2.321,1,2
"15025",1.623,1,4
"15026",2.429,2,2
"15027",2.332,1,2
"15028",2.168,1,4
"15029",1.294,1,3
"15030",2.435,2,2
"15031",2.449,2,2
"15032",2.403,3,3
"15033",2.474,4,2
"15034",1.633,1,3
"15035",1.415,4,4
"15036",2.368,4,2
"15037",2.408,1,3
"15038",2.507,2,2
"15039",2.387,1,3
"15040",2.317,2,1
"15041",2.326,4,3
"15042",2.032,4,3
"15043",2.451,4,2
"15044",2.195,5,4
"15045",1.64,4,4
"15046",2.032,4,3
"15047",2.375,4,2
"15048",2.533,4,2
"15049",2.366,2,3
"15050",1.335,2,3
"15051",1.544,2,3
"15052",1.583,1,5
"15053",1.412,1,4
"15054",2.363,1,2
"15055",1.42,3,4
"15056",1.868,1,2
"15057",0.9792,4,4
"15058",2.375,3,2
"15059",1.511,1,4
"15060",2.097,3,5
"15061",1.77,1,3
"15062",1.673,1,3
"15063",2.467,3,3
"15064",1.194,2,3
"15065",2.434,5,4
"15066",2.308,4,2
"15067",2.051,4,2
"15068",2.297,4,3
"15069",2.223,4,3
"15070",1.937,4,3
"15071",1.67,4,2
"15072",2.401,4,2
"15073",2.305,5,4
"15074",1.817,5,4
"15075",2.625,4,3
"15076",2.308,5,3
"15077",2.308,4,3
"15078",2.552,5,2
"15079",2.393,4,4
"15080",2.631,4,1
"15081",1.514,4,3
"15082",2.389,5,4
"15083",2.023,5,4
"15084",2.219,4,4
"15085",2.376,4,4
"15086",1.986,5,2
"15087",1.409,4,3
"15088",2.466,5,1
"15089",2.27,5,4
"15090",1.844,4,3
"15091",2.326,4,4
"15092",2.491,4,2
"15093",2.43,4,2
"15094",2.237,3,3
"15095",2.162,4,3
"15096",1.49,4,3
"15097",2.35,4,3
"15098",2.519,5,1
"15099",1.478,3,4
"15100",1.647,4,4
"15101",2.269,3,3
"15102",2.129,4,2
"15103",1.871,5,3
"15104",2.091,1,3
"15105",1.349,3,4
"15106",2.076,4,4
"15107",2.352,4,3
"15108",2.092,2,3
"15109",2.453,4,2
"15110",1.264,3,4
"15111",2.187,3,2
"15112",2.079,3,2
"15113",2.477,2,2
"15114",2.334,1,3
"15115",1.981,3,2
"15116",2.403,3,3
"15117",2.495,3,2
"15118",2.362,2,4
"15119",1.481,3,3
"15120",1.235,2,4
"15121",2.319,3,2
"15122",1.43,2,4
"15123",2.508,2,3
"15124",1.295,2,3
"15125",1.441,2,4
"15126",2.254,1,3
"15127",1.896,2,2
"15128",1.335,4,4
"15129",1.706,1,3
"15130",2.556,2,2
"15131",1.216,1,3
"15132",1.675,2,4
"15133",2.228,2,4
"15134",2.21,2,3
"15135",2.275,3,3
"15136",1.268,1,4
"15137",2.209,2,4
"15138",1.584,1,2
"15139",1.632,2,4
"15140",1.681,3,3
"15141",2.317,1,3
"15142",2.536,3,1
"15143",1.482,4,3
"15144",1.668,3,3
"15145",2.515,3,2
"15146",1.425,2,4
"15147",1.947,1,3
"15148",1.404,1,3
"15149",1.784,3,3
"15150",1.174,2,3
"15151",2.226,1,2
"15152",2.027,4,2
"15153",1.891,5,3
"15154",2.127,3,4
"15155",1.566,3,3
"15156",2.429,4,3
"15157",2.501,5,2
"15158",1.922,4,4
"15159",2.337,3,3
"15160",2.318,4,1
"15161",2.252,3,4
"15162",2.436,5,3
"15163",2.498,4,2
"15164",2.43,1,2
"15165",1.718,1,2
"15166",2.468,1,1
"15167",1.967,1,2
"15168",1.681,1,1
"15169",1.785,1,3
"15170",1.594,2,3
"15171",1.353,1,4
"15172",2.517,3,3
"15173",1.348,2,4
"15174",1.458,3,2
"15175",1.617,4,3
"15176",2.293,4,3
"15177",2.5,4,2
"15178",2.503,4,2
"15179",1.604,4,3
"15180",1.824,4,4
"15181",2.71,2,3
"15182",1.443,2,3
"15183",1.937,1,2
"15184",2.41,1,2
"15185",2.319,3,3
"15186",1.412,2,3
"15187",1.821,3,4
"15188",2.459,3,2
"15189",1.895,3,2
"15190",2.478,3,2
"15191",1.731,3,3
"15192",0.3503,2,5
"15193",2.474,4,1
"15194",2.542,4,3
"15195",1.92,4,4
"15196",2.153,3,4
"15197",1.401,3,4
"15198",1.985,3,3
"15199",2.061,3,3
"15200",2.069,2,4
"15201",1.674,2,4
"15202",2.299,3,3
"15203",2.282,3,2
"15204",1.94,3,4
"15205",2.297,1,3
"15206",2.276,4,3
"15207",2.704,4,4
"15208",2.581,3,2
"15209",2.161,4,3
"15210",1.732,5,2
"15211",1.495,4,4
"15212",1.839,4,4
"15213",2.476,4,2
"15214",1.504,4,3
"15215",2.529,3,1
"15216",2.392,3,2
"15217",2.614,3,2
"15218",2.283,2,3
"15219",1.924,2,4
"15220",2.39,3,3
"15221",2.384,3,2
"15222",2.451,2,3
"15223",2.001,1,2
"15224",2.382,2,3
"15225",0.8526,1,4
"15226",2.541,2,1
"15227",2.137,2,3
"15228",1.991,2,3
"15229",2.427,1,3
"15230",2.214,2,2
"15231",2.296,4,2
"15232",2.474,4,4
"15233",2.547,4,2
"15234",2.276,4,4
"15235",1.415,1,4
"15236",2.03,4,1
"15237",2.111,4,2
"15238",1.486,3,3
"15239",2.165,1,3
"15240",2.171,1,3
"15241",2.322,1,1
"15242",1.635,1,2
"15243",2.305,1,3
"15244",1.754,1,3
"15245",1.546,1,4
"15246",1.351,2,3
"15247",2.422,1,3
"15248",2.411,1,2
"15249",1.465,1,4
"15250",2.247,1,2
"15251",2.111,1,3
"15252",1.588,1,2
"15253",2.4,1,2
"15254",1.454,1,4
"15255",2.286,1,3
"15256",2.472,3,2
"15257",2.421,3,1
"15258",1.909,4,2
"15259",1.448,3,3
"15260",1.774,3,2
"15261",2.236,4,2
"15262",1.874,2,3
"15263",2.939,3,3
"15264",1.796,3,2
"15265",2.242,3,3
"15266",0.8589,3,5
"15267",0.2024,2,4
"15268",0.8726,2,5
"15269",1.063,1,3
"15270",2.545,2,2
"15271",2.287,2,2
"15272",2.085,2,2
"15273",2.041,2,3
"15274",1.962,3,2
"15275",2.507,3,1
"15276",2.217,3,1
"15277",2.509,3,1
"15278",1.132,1,5
"15279",2.009,1,3
"15280",1.818,3,2
"15281",2.243,3,2
"15282",1.323,1,3
"15283",1.602,3,3
"15284",1.763,2,2
"15285",2.341,1,3
"15286",1.575,2,2
"15287",1.565,1,4
"15288",1.933,3,2
"15289",1.578,1,3
"15290",2.264,1,4
"15291",2.413,5,3
"15292",1.857,5,1
"15293",2.109,3,2
"15294",2.515,2,1
"15295",1.496,2,3
"15296",2.211,2,3
"15297",1.948,3,3
"15298",1.562,2,3
"15299",2.46,2,2
"15300",1.825,2,1
"15301",2.24,2,2
"15302",1.235,2,3
"15303",1.437,2,2
"15304",2.188,2,3
"15305",2.047,4,2
"15306",1.696,3,3
"15307",2.395,3,2
"15308",1.876,3,3
"15309",2.059,2,2
"15310",2.485,2,2
"15311",1.711,2,3
"15312",2.529,4,3
"15313",1.714,3,3
"15314",2.062,2,2
"15315",2.716,3,5
"15316",2.439,2,2
"15317",2.443,2,2
"15318",2.441,2,2
"15319",2.441,2,2
"15320",2.715,2,5
"15321",2.164,2,3
"15322",3.987,2,4
"15323",0.3392,2,4
"15324",2.245,1,5
"15325",0.3391,2,4
"15326",2.998,2,5
"15327",2.584,2,3
"15328",3.466,3,4
"15329",3.022,3,3
"15330",1.901,5,4
"15331",2.099,4,2
"15332",1.583,3,3
"15333",2.247,2,4
"15334",2.561,4,1
"15335",2.948,4,3
"15336",2.942,4,3
"15337",2.478,1,3
"15338",2.529,4,3
"15339",2.945,4,3
"15340",2.95,4,3
"15341",2.137,4,2
"15342",2.438,5,2
"15343",1.274,4,3
"15344",1.722,4,3
"15345",1.725,4,3
"15346",1.585,5,5
"15347",1.585,5,5
"15348",1.457,5,2
"15349",1.585,4,5
"15350",1.722,4,3
"15351",1.56,4,3
"15352",1.56,4,3
"15353",2.518,4,2
"15354",1.249,1,4
"15355",1.75,4,3
"15356",1.842,3,2
"15357",2.15,3,1
"15358",1.273,1,4
"15359",2.363,4,3
"15360",1.336,4,4
"15361",2.181,4,2
"15362",2.396,1,3
"15363",2.517,4,3
"15364",2,2,3
"15365",2.015,2,2
"15366",0.2644,1,5
"15367",1.223,1,3
"15368",3.668,1,4
"15369",1.593,1,3
"15370",1.594,1,3
"15371",1.583,1,2
"15372",2.123,2,3
"15373",2.498,1,3
"15374",2.454,3,3
"15375",2.451,2,3
"15376",2.453,2,3
"15377",1.904,2,2
"15378",2.547,2,2
"15379",1.85,4,5
"15380",2.464,2,2
"15381",2.471,2,2
"15382",2.429,2,2
"15383",0.671,3,5
"15384",2.229,1,1
"15385",2.206,2,3
"15386",2.469,3,2
"15387",2.388,2,2
"15388",2.446,4,2
"15389",2.528,1,2
"15390",1.437,1,4
"15391",2.499,2,5
"15392",1.99,1,4
"15393",0.1118,1,5
"15394",1.017,1,3
"15395",1.244,1,3
"15396",0.02984,1,5
"15397",2.386,1,3
"15398",2.387,1,2
"15399",1.512,1,3
"15400",3.679,1,3
"15401",3.388,1,5
"15402",2.475,1,3
"15403",1.995,1,3
"15404",1.219,1,3
"15405",2.709,3,3
"15406",2.321,2,3
"15407",0.8484,1,3
"15408",2.578,2,4
"15409",2.519,1,3
"15410",1.297,1,4
"15411",1.305,1,4
"15412",2.402,4,2
"15413",2.211,3,3
"15414",2.264,3,2
"15415",2.276,3,2
"15416",0.4568,3,5
"15417",2.405,3,2
"15418",0.4811,3,4
"15419",1.624,2,3
"15420",3.231,1,4
"15421",1.644,1,4
"15422",3.746,3,5
"15423",1.183,2,4
"15424",2.562,2,5
"15425",1.253,3,2
"15426",3.633,1,4
"15427",0.9242,2,3
"15428",0.9238,2,3
"15429",1.457,1,3
"15430",2.18,1,2
"15431",1.218,2,3
"15432",2.875,1,2
"15433",3.403,3,5
"15434",1.932,2,3
"15435",1.865,1,3
"15436",2.228,4,3
"15437",2.231,4,3
"15438",3.158,4,3
"15439",2.231,5,3
"15440",2.227,4,3
"15441",3.15,4,3
"15442",2.229,4,3
"15443",1.225,4,4
"15444",1.75,2,3
"15445",1.375,1,3
"15446",2.746,1,3
"15447",1.775,4,3
"15448",2.348,4,2
"15449",1.796,4,2
"15450",2.423,5,3
"15451",2.231,5,3
"15452",2.345,4,2
"15453",1.833,2,3
"15454",2.386,5,1
"15455",1.471,3,4
"15456",2.647,2,3
"15457",2.086,1,1
"15458",2.639,2,3
"15459",1.324,3,3
"15460",1.662,4,3
"15461",2.222,5,1
"15462",1.838,4,3
"15463",1.914,3,4
"15464",0.556,2,5
"15465",2.371,4,3
"15466",2.271,3,2
"15467",2.469,4,3
"15468",2.227,3,3
"15469",2.832,3,5
"15470",2.506,4,1
"15471",1.651,3,3
"15472",2.273,3,3
"15473",2.273,3,3
"15474",2.604,3,2
"15475",2.371,3,4
"15476",1.951,4,3
"15477",2.51,4,3
"15478",2.315,1,2
"15479",2.321,4,5
"15480",2.543,4,1
"15481",2.417,4,5
"15482",1.657,1,3
"15483",1.825,1,3
"15484",2.418,3,3
"15485",2.417,2,3
"15486",1.427,1,5
"15487",2.372,3,4
"15488",2.469,3,2
"15489",2.471,3,2
"15490",1.079,3,5
"15491",2.375,1,5
"15492",2.251,1,1
"15493",3.229,4,5
"15494",2.471,3,1
"15495",2.463,3,1
"15496",1.705,2,3
"15497",1.341,3,2
"15498",1.646,2,3
"15499",2.471,1,2
"15500",2.335,1,3
"15501",1.591,2,3
"15502",1.255,3,3
"15503",2.031,3,3
"15504",0.9969,2,4
"15505",2.469,2,3
"15506",1.79,2,2
"15507",2.733,3,5
"15508",2.31,2,2
"15509",1.36,1,3
"15510",1.62,3,3
"15511",1.831,4,3
"15512",1.358,2,3
"15513",1.942,4,2
"15514",2.391,4,4
"15515",2.379,4,2
"15516",2.35,1,2
"15517",2.406,3,3
"15518",2.312,3,3
"15519",1.461,2,4
"15520",2.634,1,3
"15521",1.234,1,3
"15522",2.548,1,2
"15523",1.966,1,3
"15524",2.579,3,3
"15525",2.115,1,5
"15526",2.719,1,2
"15527",2.911,2,5
"15528",1.048,1,5
"15529",1.866,1,4
"15530",2.611,1,2
"15531",1.618,2,2
"15532",0.9031,3,4
"15533",1.026,3,4
"15534",2.392,5,2
"15535",1.716,3,2
"15536",1.516,3,4
"15537",2.425,5,2
"15538",1.434,3,4
"15539",2.549,3,2
"15540",2.243,1,3
"15541",2.379,4,4
"15542",1.66,2,4
"15543",1.44,5,3
"15544",2.337,4,3
"15545",1.909,4,4
"15546",1.216,4,5
"15547",2.446,5,2
"15548",2.134,5,3
"15549",2.561,5,2
"15550",1.752,5,3
"15551",1.694,4,4
"15552",2.337,4,2
"15553",2.622,4,1
"15554",2.648,4,3
"15555",1.705,3,5
"15556",1.873,3,3
"15557",0.9572,4,4
"15558",2.369,1,4
"15559",1.512,3,3
"15560",1.564,4,5
"15561",1.861,4,3
"15562",1.285,3,3
"15563",1.893,4,3
"15564",2.386,2,2
"15565",2.447,3,2
"15566",2.007,3,3
"15567",2.729,2,2
"15568",2.225,4,5
"15569",2.003,1,2
"15570",1.466,1,3
"15571",2.552,3,3
"15572",2.524,5,1
"15573",2.05,4,1
"15574",1.22,4,3
"15575",2.504,5,2
"15576",1.314,1,4
"15577",2.58,3,1
"15578",2.399,2,2
"15579",1.181,1,5
"15580",0.8023,2,3
"15581",2.417,1,2
"15582",1.48,1,4
"15583",2.101,1,3
"15584",1.573,1,3
"15585",1.323,2,5
"15586",2.559,2,1
"15587",2.049,2,2
"15588",1.894,1,3
"15589",1.07,1,3
"15590",1.672,2,3
"15591",1.712,1,3
"15592",2.296,5,3
"15593",2.214,5,4
"15594",2.409,5,3
"15595",1.985,5,4
"15596",1.26,5,4
"15597",2.339,5,3
"15598",1.92,1,2
"15599",1.403,1,3
"15600",1.369,2,3
"15601",2.58,2,1
"15602",2.384,4,2
"15603",1.7,2,3
"15604",2.312,5,3
"15605",2.108,2,4
"15606",2.21,2,3
"15607",1.697,2,4
"15608",2.467,2,3
"15609",1.547,2,4
"15610",2.293,1,3
"15611",1.704,1,4
"15612",1.788,2,4
"15613",2.592,1,2
"15614",2.412,1,1
"15615",2.405,1,2
"15616",2.198,1,2
"15617",1.584,1,3
"15618",1.875,1,3
"15619",2.618,1,2
"15620",2.335,2,2
"15621",2.336,2,3
"15622",1.349,1,3
"15623",2.541,2,3
"15624",2.481,1,2
"15625",2.173,1,4
"15626",2.286,4,3
"15627",1.369,3,3
"15628",2.535,2,2
"15629",1.522,2,3
"15630",1.96,2,3
"15631",1.703,3,2
"15632",2.418,4,3
"15633",2.448,4,3
"15634",1.61,4,2
"15635",2.498,4,2
"15636",2.403,4,3
"15637",1.968,4,3
"15638",0.6328,3,3
"15639",2.587,3,1
"15640",1.409,4,3
"15641",1.944,2,2
"15642",2.309,3,3
"15643",1.812,3,2
"15644",1.246,2,5
"15645",2.43,4,1
"15646",2.176,4,3
"15647",1.871,4,2
"15648",1.803,2,4
"15649",1.527,4,3
"15650",2.523,4,2
"15651",2.595,4,1
"15652",1.483,3,3
"15653",1.294,1,4
"15654",1.079,1,4
"15655",2.502,3,1
"15656",1.713,3,3
"15657",2.136,3,3
"15658",1.399,3,3
"15659",1.078,2,3
"15660",2.272,2,3
"15661",2.408,2,3
"15662",2.58,1,3
"15663",2.181,2,1
"15664",1.815,3,2
"15665",1.828,2,2
"15666",1.668,3,4
"15667",1.741,3,3
"15668",2.517,4,1
"15669",2.17,4,1
"15670",1.19,3,4
"15671",2.02,3,2
"15672",2.348,3,2
"15673",1.488,3,3
"15674",2.674,3,2
"15675",1.707,2,2
"15676",2.193,3,3
"15677",2.414,4,2
"15678",0.9251,2,4
"15679",2.029,4,3
"15680",1.828,4,3
"15681",1.663,3,4
"15682",1.718,3,1
"15683",2.177,1,3
"15684",1.609,4,3
"15685",2.531,4,2
"15686",1.451,3,3
"15687",2.213,1,3
"15688",1.203,2,5
"15689",1.973,2,2
"15690",1.726,2,2
"15691",2.346,3,2
"15692",1.38,3,2
"15693",2.224,3,2
"15694",0.3137,1,4
"15695",1.364,2,4
"15696",1.285,2,3
"15697",2.374,4,3
"15698",1.744,5,1
"15699",1.626,2,2
"15700",1.887,4,1
"15701",2.29,2,3
"15702",2.242,2,2
"15703",1.458,2,4
"15704",2.287,5,4
"15705",2.152,5,4
"15706",2.497,3,2
"15707",1.346,3,3
"15708",1.177,2,3
"15709",2.352,4,3
"15710",1.262,4,4
"15711",2.444,5,3
"15712",2.039,5,2
"15713",1.907,4,3
"15714",2.145,5,3
"15715",2.617,5,1
"15716",1.553,3,3
"15717",2.18,1,2
"15718",2.731,3,3
"15719",1.872,4,3
"15720",1.27,3,4
"15721",2.517,4,1
"15722",1.983,4,3
"15723",1.438,1,3
"15724",2.083,3,3
"15725",2.438,3,2
"15726",2.447,4,2
"15727",1.679,2,2
"15728",2.075,4,3
"15729",2.379,3,2
"15730",2.396,4,3
"15731",2.375,4,2
"15732",2.746,4,2
"15733",1.915,3,3
"15734",2.287,3,3
"15735",1.588,3,3
"15736",1.888,4,3
"15737",2.496,4,1
"15738",2.45,5,1
"15739",2.566,5,3
"15740",2.501,4,2
"15741",2.012,5,2
"15742",2.029,4,3
"15743",2.355,4,3
"15744",2.038,4,2
"15745",2.077,4,2
"15746",1.406,2,3
"15747",2.528,4,2
"15748",1.198,4,3
"15749",2.304,4,3
"15750",2.319,4,3
"15751",2.31,4,4
"15752",2.465,5,1
"15753",2.41,5,3
"15754",0.9482,3,4
"15755",1.624,3,2
"15756",1.864,2,2
"15757",2.329,3,2
"15758",2.27,2,3
"15759",2.249,2,2
"15760",2.506,1,2
"15761",2.274,1,3
"15762",1.677,2,2
"15763",1.822,4,3
"15764",2.467,3,2
"15765",2.374,5,2
"15766",2.43,1,3
"15767",1.74,2,3
"15768",2.407,3,2
"15769",1.758,2,3
"15770",2.266,2,3
"15771",0.8893,3,3
"15772",1.689,1,2
"15773",1.868,3,2
"15774",2.516,3,2
"15775",2.418,3,3
"15776",1.652,2,3
"15777",2.082,2,3
"15778",2.468,5,3
"15779",2.265,4,2
"15780",1.803,5,2
"15781",2.22,5,3
"15782",1.697,4,3
"15783",2.554,5,1
"15784",2.457,5,2
"15785",2.541,5,2
"15786",2.358,4,3
"15787",1.532,5,3
"15788",2.415,4,3
"15789",2.233,2,3
"15790",2.184,3,2
"15791",1.465,4,3
"15792",2.004,2,1
"15793",1.543,3,4
"15794",2.234,5,3
"15795",2.395,5,2
"15796",1.655,3,3
"15797",2.013,4,3
"15798",2.324,4,3
"15799",2.553,4,2
"15800",0.9478,2,4
"15801",2.4,4,1
"15802",1.644,4,3
"15803",1.849,5,2
"15804",2.239,2,3
"15805",2.479,5,2
"15806",1.536,5,4
"15807",2.431,3,3
"15808",1.904,4,3
"15809",1.408,4,3
"15810",1.557,2,3
"15811",1.877,3,3
"15812",2.062,1,3
"15813",1.837,2,3
"15814",1.904,2,4
"15815",1.686,2,4
"15816",2.213,4,3
"15817",2.057,4,2
"15818",1.823,2,3
"15819",1.849,1,4
"15820",2.236,5,3
"15821",1.99,5,2
"15822",2.315,4,2
"15823",1.866,4,3
"15824",2.522,5,1
"15825",2.374,4,1
"15826",2.442,5,2
"15827",2.235,5,3
"15828",2.356,5,3
"15829",2.573,5,1
"15830",1.498,4,3
"15831",2.513,3,3
"15832",1.823,5,3
"15833",2.05,5,3
"15834",2.159,5,2
"15835",2.149,1,2
"15836",1.975,4,2
"15837",2.389,2,3
"15838",2.424,2,2
"15839",2.378,2,2
"15840",2.202,2,3
"15841",1.31,3,2
"15842",1.845,3,2
"15843",2.204,4,3
"15844",2.352,3,3
"15845",1.945,3,3
"15846",2.533,4,1
"15847",2.46,4,3
"15848",2.02,3,3
"15849",2.163,1,3
"15850",1.577,4,4
"15851",1.336,2,3
"15852",2.331,2,2
"15853",2.237,2,1
"15854",1.304,2,3
"15855",1.715,3,2
"15856",2.091,3,3
"15857",2.286,2,2
"15858",1.403,3,3
"15859",2.334,2,2
"15860",1.353,2,3
"15861",1.677,3,3
"15862",2.523,4,3
"15863",1.193,1,4
"15864",2.508,4,2
"15865",2.022,3,3
"15866",2.54,4,1
"15867",2.087,4,3
"15868",2.273,3,2
"15869",2.446,4,3
"15870",1.361,3,3
"15871",2.509,3,1
"15872",1.512,3,3
"15873",1.767,3,3
"15874",2.33,2,2
"15875",2.391,3,2
"15876",2.508,3,1
"15877",1.327,3,3
"15878",2.175,2,2
"15879",2.452,3,3
"15880",2.551,4,1
"15881",2.458,2,2
"15882",2.297,4,3
"15883",2.444,4,2
"15884",2.002,3,1
"15885",2.424,4,3
"15886",1.966,4,2
"15887",2.27,4,2
"15888",2.35,4,2
"15889",2.198,3,3
"15890",1.327,1,4
"15891",1.531,4,3
"15892",2.228,4,2
"15893",2.316,3,3
"15894",2.358,3,4
"15895",2.407,4,2
"15896",2.321,4,2
"15897",1.897,4,2
"15898",2.329,4,2
"15899",1.909,4,3
"15900",2.592,3,2
"15901",1.307,3,4
"15902",2.435,2,1
"15903",1.339,3,3
"15904",1.612,3,4
"15905",2.484,3,1
"15906",1.445,3,3
"15907",0.5788,2,3
"15908",2.288,2,3
"15909",1.511,2,3
"15910",2.325,2,2
"15911",2.301,5,3
"15912",2.195,5,3
"15913",2.377,5,2
"15914",2.23,5,1
"15915",1.456,4,3
"15916",1.192,5,3
"15917",1.803,5,3
"15918",1.673,4,2
"15919",2.112,4,3
"15920",2.484,5,1
"15921",1.686,2,3
"15922",1.9,4,3
"15923",1.615,4,3
"15924",2.409,2,4
"15925",2.366,4,2
"15926",2.489,5,2
"15927",2.475,4,2
"15928",1.809,3,3
"15929",2.538,4,1
"15930",2.569,3,2
"15931",1.98,3,2
"15932",1.263,4,4
"15933",2.517,4,2
"15934",1.415,2,3
"15935",1.511,3,4
"15936",1.41,3,4
"15937",1.005,3,3
"15938",1.476,2,3
"15939",1.722,2,3
"15940",1.608,2,3
"15941",1.798,4,3
"15942",2.152,3,4
"15943",2.355,2,2
"15944",2.219,3,4
"15945",2.685,3,3
"15946",1.759,2,3
"15947",2.309,3,2
"15948",2.419,2,2
"15949",2.53,2,2
"15950",1.893,2,3
"15951",2.342,2,3
"15952",2.472,1,3
"15953",1.788,2,5
"15954",1.734,4,2
